2021-07-27 09:22:08,547 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:99)
2021-07-27 12:24:19,445 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-27 12:24:21,357 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:61)
2021-07-27 12:24:21,418 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$uDCNWiHbyf49XcwY2ZQBFOh5fllcVEKoryhqs67gn65ZyT5vBSZCq -- ADMIN --  (UserService.java:65)
2021-07-27 12:24:21,475 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-27 12:24:21,476 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=4 not found in DataBase (DataNotFoundException.java:17)
2021-07-27 12:24:21,478 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-27 12:24:21,483 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> getUserById (UserService.java:115)
2021-07-27 12:24:21,486 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:99)
2021-07-27 12:24:21,489 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-27 12:24:21,552 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> getUserById (UserService.java:115)
2021-07-27 12:24:21,552 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=0 not found in DataBase (DataNotFoundException.java:17)
2021-07-27 12:24:21,554 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:99)
2021-07-27 12:24:21,554 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=2 not found in DataBase (DataNotFoundException.java:17)
2021-07-27 12:24:21,556 - [main] INFO       | com.ly.p7.Poseidon.tool.DtoBuilder                           |  ---> Launch buildUser (ModelBuilder.java:29)
2021-07-27 12:24:22,426 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-27 12:24:22,427 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-27 12:24:22,699 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/add (UserController.java:47)
2021-07-27 12:24:22,726 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} with id = 1 (UserController.java:65)
2021-07-27 12:24:22,765 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 12:24:22,766 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  --->   user/validate - OK - (UserController.java:57)
2021-07-27 12:24:22,777 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:74)
2021-07-27 12:24:22,778 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:75)
2021-07-27 12:31:28,826 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 12:31:31,028 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 12:33:43,051 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 12:33:45,176 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 12:34:44,499 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 12:34:46,633 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 12:39:48,724 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 12:39:50,747 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-27 12:39:50,749 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-27 12:41:24,664 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 12:41:26,711 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/add (UserController.java:47)
2021-07-27 15:30:08,192 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 15:30:10,512 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 15:30:10,515 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  --->   user/validate - OK - (UserController.java:57)
2021-07-27 15:34:40,874 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 15:34:43,155 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 15:38:54,055 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 15:38:56,278 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 15:42:13,116 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 15:42:15,424 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 15:42:57,071 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 15:42:59,217 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 15:45:20,618 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 15:45:22,778 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 15:45:23,074 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-27 15:45:23,075 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-27 15:45:23,097 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/add (UserController.java:47)
2021-07-27 15:45:23,106 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 15:45:23,119 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} with id = 1 (UserController.java:65)
2021-07-27 15:45:23,136 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 15:45:23,147 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 15:45:23,148 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  --->   user/validate - OK - (UserController.java:57)
2021-07-27 15:45:23,156 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:74)
2021-07-27 15:45:23,156 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:75)
2021-07-27 15:47:16,749 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 15:47:18,909 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 15:48:58,384 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 15:48:59,482 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-27 15:48:59,575 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-27 15:48:59,723 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-27 15:49:00,336 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-27 15:49:01,030 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-27 15:49:03,001 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:61)
2021-07-27 15:49:03,064 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser :fullNameFour -- userNameFour -- $2a$10$4Kl/P0/Q53LwZ2vdS38uzeFYo35lITkRIz.JiQeIFuk3B24CDWL0u -- ADMIN --  (UserService.java:65)
2021-07-27 15:49:03,139 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-27 15:49:03,140 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=4 not found in DataBase (DataNotFoundException.java:17)
2021-07-27 15:49:03,142 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-27 15:49:03,147 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> getUserById (UserService.java:115)
2021-07-27 15:49:03,151 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:99)
2021-07-27 15:49:03,154 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-27 15:49:03,219 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> getUserById (UserService.java:115)
2021-07-27 15:49:03,220 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=0 not found in DataBase (DataNotFoundException.java:17)
2021-07-27 15:49:03,222 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:99)
2021-07-27 15:49:03,222 - [main] ERROR      | com.ly.p7.Poseidon.exceptions.DataNotFoundException          |   **--> user with id=2 not found in DataBase (DataNotFoundException.java:17)
2021-07-27 15:49:03,223 - [main] INFO       | com.ly.p7.Poseidon.tool.DtoBuilder                           |  ---> Launch buildUser (ModelBuilder.java:29)
2021-07-27 15:49:04,157 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 15:49:04,492 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-27 15:49:04,492 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-27 15:49:04,513 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/add (UserController.java:47)
2021-07-27 15:49:04,523 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 15:49:04,537 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} with id = 1 (UserController.java:65)
2021-07-27 15:49:04,551 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 15:49:04,562 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 15:49:04,562 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  --->   user/validate - OK - (UserController.java:57)
2021-07-27 15:49:04,572 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:74)
2021-07-27 15:49:04,572 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:75)
2021-07-27 15:49:04,581 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 15:52:12,884 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 15:52:14,972 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/add (UserController.java:47)
2021-07-27 15:52:58,241 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 15:53:00,402 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/add (UserController.java:47)
2021-07-27 15:54:48,654 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 15:54:50,766 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:74)
2021-07-27 15:54:50,768 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:75)
2021-07-27 15:57:19,454 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 15:57:21,536 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/add (UserController.java:47)
2021-07-27 15:57:36,209 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 15:57:38,250 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/add (UserController.java:47)
2021-07-27 15:58:03,663 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 15:58:05,798 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:74)
2021-07-27 15:58:05,799 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:75)
2021-07-27 16:01:20,222 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 16:01:22,393 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:74)
2021-07-27 16:01:22,393 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:75)
2021-07-27 16:01:43,635 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 16:01:45,882 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:74)
2021-07-27 16:01:45,883 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:75)
2021-07-27 16:03:02,119 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 16:03:04,237 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:74)
2021-07-27 16:03:04,237 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:75)
2021-07-27 16:05:16,867 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 16:05:19,028 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:74)
2021-07-27 16:05:19,029 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:75)
2021-07-27 16:05:19,029 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} ->> result.hasErrors (UserController.java:77)
2021-07-27 16:07:44,108 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 16:08:48,198 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 16:09:28,197 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 16:09:30,368 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:74)
2021-07-27 16:09:30,369 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:75)
2021-07-27 16:09:30,369 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} ->> result.hasErrors (UserController.java:77)
2021-07-27 16:10:32,626 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 16:10:33,960 - [main] INFO       | org.hibernate.jpa.internal.util.LogHelper                    | HHH000204: Processing PersistenceUnitInfo [name: default] (LogHelper.java:31)
2021-07-27 16:10:34,010 - [main] INFO       | org.hibernate.Version                                        | HHH000412: Hibernate ORM core version 5.4.32.Final (Version.java:44)
2021-07-27 16:10:34,125 - [main] INFO       | org.hibernate.annotations.common.Version                     | HCANN000001: Hibernate Commons Annotations {5.1.2.Final} (JavaReflectionManager.java:56)
2021-07-27 16:10:34,510 - [main] INFO       | org.hibernate.dialect.Dialect                                | HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect (Dialect.java:175)
2021-07-27 16:10:35,100 - [main] INFO       | org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator | HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform] (JtaPlatformInitiator.java:52)
2021-07-27 16:10:49,574 - [http-nio-8080-exec-2] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-27 16:10:49,574 - [http-nio-8080-exec-2] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-27 16:10:49,715 - [http-nio-8080-exec-2] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-27 16:10:55,747 - [http-nio-8080-exec-3] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} with id = 3 (UserController.java:65)
2021-07-27 16:10:55,748 - [http-nio-8080-exec-3] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> getUserById (UserService.java:115)
2021-07-27 16:11:26,113 - [http-nio-8080-exec-4] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-27 16:11:26,113 - [http-nio-8080-exec-4] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-27 16:11:26,117 - [http-nio-8080-exec-4] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-27 16:11:28,881 - [http-nio-8080-exec-5] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/add (UserController.java:47)
2021-07-27 16:11:43,324 - [http-nio-8080-exec-6] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 16:12:07,431 - [http-nio-8080-exec-7] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/validate (UserController.java:53)
2021-07-27 16:12:07,431 - [http-nio-8080-exec-7] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser (UserService.java:61)
2021-07-27 16:12:07,492 - [http-nio-8080-exec-7] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch addlUser :flora -- DO -- $2a$10$EZsVfR1u2sNa1iFaqSy3ye1mTQzv8NmkpuBe9VfNYr/ODwrU7/9b2 -- USER --  (UserService.java:65)
2021-07-27 16:12:07,492 - [http-nio-8080-exec-7] INFO       | com.ly.p7.Poseidon.tool.DtoBuilder                           |  ---> Launch buildUser (ModelBuilder.java:29)
2021-07-27 16:12:07,527 - [http-nio-8080-exec-7] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  --->   user/validate - OK - (UserController.java:57)
2021-07-27 16:12:07,533 - [http-nio-8080-exec-8] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-27 16:12:07,533 - [http-nio-8080-exec-8] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-27 16:12:07,537 - [http-nio-8080-exec-8] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-27 16:12:12,156 - [http-nio-8080-exec-9] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} with id = 15 (UserController.java:65)
2021-07-27 16:12:12,157 - [http-nio-8080-exec-9] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> getUserById (UserService.java:115)
2021-07-27 16:12:21,110 - [http-nio-8080-exec-10] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 15 (UserController.java:74)
2021-07-27 16:12:21,110 - [http-nio-8080-exec-10] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 15 (UserController.java:75)
2021-07-27 16:12:21,111 - [http-nio-8080-exec-10] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} ->> result.hasErrors (UserController.java:77)
2021-07-27 16:13:01,874 - [http-nio-8080-exec-1] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 15 (UserController.java:74)
2021-07-27 16:13:01,874 - [http-nio-8080-exec-1] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 15 (UserController.java:75)
2021-07-27 16:13:01,874 - [http-nio-8080-exec-1] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} ->> result.hasErrors (UserController.java:77)
2021-07-27 16:13:12,019 - [http-nio-8080-exec-2] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 15 (UserController.java:74)
2021-07-27 16:13:12,019 - [http-nio-8080-exec-2] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 15 (UserController.java:75)
2021-07-27 16:13:12,019 - [http-nio-8080-exec-2] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch updateUser (UserService.java:79)
2021-07-27 16:13:12,085 - [http-nio-8080-exec-2] INFO       | com.ly.p7.Poseidon.tool.DtoBuilder                           |  ---> Launch buildUser (ModelBuilder.java:29)
2021-07-27 16:13:12,096 - [http-nio-8080-exec-2] INFO       | com.ly.p7.Poseidon.controller.UserController                 | -->   user/update id: 15 - OK - (UserController.java:82)
2021-07-27 16:13:12,100 - [http-nio-8080-exec-3] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/list (UserController.java:39)
2021-07-27 16:13:12,100 - [http-nio-8080-exec-3] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  ---> Launch getAllUser (UserService.java:43)
2021-07-27 16:13:12,103 - [http-nio-8080-exec-3] INFO       | com.ly.p7.Poseidon.controller.UserController                 |  --->   user/list - OK - (UserController.java:41)
2021-07-27 16:13:46,569 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 16:13:48,744 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:74)
2021-07-27 16:13:48,745 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:75)
2021-07-27 16:13:48,745 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} ->> result.hasErrors (UserController.java:77)
2021-07-27 16:16:51,141 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 16:16:53,294 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:74)
2021-07-27 16:16:53,294 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:75)
2021-07-27 16:16:53,296 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | -->   user/update id: 1 - OK - (UserController.java:82)
2021-07-27 16:17:31,475 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 16:17:33,606 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:74)
2021-07-27 16:17:33,606 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:75)
2021-07-27 16:17:33,607 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} ->> result.hasErrors (UserController.java:77)
2021-07-27 16:17:51,949 - [background-preinit] INFO       | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 6.1.6.Final (Version.java:21)
2021-07-27 16:17:54,094 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + id: 1 (UserController.java:74)
2021-07-27 16:17:54,094 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | --> Launch /user/update/{id} + userDTO.getId: 1 (UserController.java:75)
2021-07-27 16:17:54,096 - [main] INFO       | com.ly.p7.Poseidon.controller.UserController                 | -->   user/update id: 1 - OK - (UserController.java:82)
